TCS,PHASE,LAST_UPDATED,PHASE_STATUS,PHASE_PED_STATUS,PHASE_HOLD,PHASE_CALL,PHASE_OMIT,PHASE_PED_CALL,PHASE_PED_OMIT,PHASE_STATUS_TEXT,PHASE_PED_STATUS_TEXT,PHASE_CALL_TEXT
104,4,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
104,4,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
104,4,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
104,8,2024-06-20T15:28:04Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
104,8,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
104,8,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
104,8,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
827,4,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
827,8,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
804,4,2024-06-20T15:40:12Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
804,8,2024-06-20T15:40:12Z,2,3,,1,,,,Begin Green,Begin Solid Dont Walk,Registered
804,8,2024-06-20T15:40:12Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
97,8,2024-06-20T15:40:12Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
102,4,2024-06-20T15:40:12Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
102,8,2024-06-20T15:40:12Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
864,3,2024-06-20T15:40:12Z,2,,,1,,,,Begin Green,,Registered
936,2,2024-06-20T15:40:12Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
936,6,2024-06-20T15:40:12Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
749,5,2024-06-20T15:40:12Z,10,,,1,,,,End Yellow Clearance,,Registered
760,8,2024-06-20T15:40:12Z,,,,2,,,,,,Dropped
674,2,2024-06-20T15:40:12Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
674,6,2024-06-20T15:40:12Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
980,2,2024-06-20T15:40:12Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
980,6,2024-06-20T15:40:12Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
972,4,2024-06-20T15:40:12Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
972,8,2024-06-20T15:40:12Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
637,8,2024-06-20T15:40:12Z,2,3,,1,,,,Begin Green,Begin Solid Dont Walk,Registered
434,6,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
434,6,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
710,2,2024-06-20T15:40:12Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
710,6,2024-06-20T15:40:12Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
713,2,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
713,6,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
910,4,2024-06-20T15:40:12Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
910,4,2024-06-20T15:40:12Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
910,8,2024-06-20T15:40:12Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
910,8,2024-06-20T15:40:12Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
320,4,2024-06-20T15:40:12Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
320,8,2024-06-20T15:40:12Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
428,5,2024-06-20T15:40:12Z,10,,,2,,,,End Yellow Clearance,,Dropped
597,1,2024-06-20T15:40:12Z,10,,,1,,,,End Yellow Clearance,,Registered
748,7,2024-06-20T15:40:12Z,10,,,1,,,,End Yellow Clearance,,Registered
906,5,2024-06-20T15:40:12Z,10,,,1,,,,End Yellow Clearance,,Registered
377,2,2024-06-20T15:40:12Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
377,4,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
377,6,2024-06-20T15:40:12Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
377,8,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
718,4,2024-06-20T15:40:12Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
718,8,2024-06-20T15:40:12Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
787,2,2024-06-20T15:40:12Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
787,2,2024-06-20T15:40:12Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
787,2,2024-06-20T15:40:12Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
787,6,2024-06-20T15:40:12Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
787,6,2024-06-20T15:40:12Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
787,6,2024-06-20T15:40:12Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
758,4,2024-06-20T15:40:12Z,8,,,1,,,,Green Termination,,Registered
758,4,2024-06-20T15:40:12Z,9,,,1,,,,Begin Yellow Clearance,,Registered
758,8,2024-06-20T15:40:12Z,8,,,1,,,,Green Termination,,Registered
758,8,2024-06-20T15:40:12Z,9,,,1,,,,Begin Yellow Clearance,,Registered
472,7,2024-06-20T15:40:12Z,10,,,2,,,,End Yellow Clearance,,Dropped
448,3,2024-06-20T15:40:12Z,2,,,2,,,,Begin Green,,Dropped
448,8,2024-06-20T15:40:12Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
448,8,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
409,3,2024-06-20T15:40:12Z,2,,,2,,,,Begin Green,,Dropped
409,7,2024-06-20T15:40:12Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
916,3,2024-06-20T15:40:12Z,2,,,2,,,,Begin Green,,Dropped
875,1,2024-06-20T15:40:12Z,9,,,1,,,,Begin Yellow Clearance,,Registered
86,3,2024-06-20T15:40:12Z,10,,,1,,,,End Yellow Clearance,,Registered
267,2,2024-06-20T15:40:12Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
267,6,2024-06-20T15:40:12Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
375,4,2024-06-20T15:40:12Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
375,4,2024-06-20T15:40:12Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
375,4,2024-06-20T15:40:12Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
375,8,2024-06-20T15:40:12Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
375,8,2024-06-20T15:40:12Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
375,8,2024-06-20T15:40:12Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
395,1,2024-06-20T15:40:12Z,2,,,2,,,,Begin Green,,Dropped
737,2,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
737,6,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
799,5,2024-06-20T15:40:12Z,10,,,1,,,,End Yellow Clearance,,Registered
850,4,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
850,8,2024-06-20T15:40:12Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
900,4,2024-06-20T15:40:12Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
900,8,2024-06-20T15:40:12Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
325,1,2024-06-20T15:40:12Z,9,,,1,,,,Begin Yellow Clearance,,Registered
831,2,2024-06-20T15:40:12Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
831,6,2024-06-20T15:40:12Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
471,1,2024-06-20T15:40:12Z,10,,,2,,,,End Yellow Clearance,,Dropped
593,4,2024-06-20T15:40:12Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
593,4,2024-06-20T15:40:12Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
593,4,2024-06-20T15:40:12Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
593,8,2024-06-20T15:40:12Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
593,8,2024-06-20T15:40:12Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
593,8,2024-06-20T15:40:12Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
692,2,2024-06-20T15:40:12Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
692,2,2024-06-20T15:40:12Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
692,2,2024-06-20T15:40:12Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
692,6,2024-06-20T15:40:12Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
776,8,2024-06-20T14:36:07Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
395,4,2024-06-20T14:36:07Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
395,8,2024-06-20T14:36:07Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
494,2,2024-06-20T14:36:07Z,8,2,,1,,,,Green Termination,Begin Clearance,Registered
494,2,2024-06-20T14:36:07Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
494,2,2024-06-20T14:36:07Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
494,6,2024-06-20T14:36:07Z,8,2,,1,,,,Green Termination,Begin Clearance,Registered
494,6,2024-06-20T14:36:07Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
494,6,2024-06-20T14:36:07Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
619,1,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
619,3,2024-06-20T14:36:07Z,9,,,1,,,,Begin Yellow Clearance,,Registered
619,5,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
619,7,2024-06-20T14:36:07Z,9,,,1,,,,Begin Yellow Clearance,,Registered
799,5,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
692,2,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
692,2,2024-06-20T14:36:07Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
692,2,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
692,2,2024-06-20T14:36:07Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
692,6,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
692,6,2024-06-20T14:36:07Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
692,6,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
692,6,2024-06-20T14:36:07Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
14,1,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
506,4,2024-06-20T14:36:07Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
506,8,2024-06-20T14:36:07Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
273,2,2024-06-20T14:36:07Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
273,6,2024-06-20T14:36:07Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
243,2,2024-06-20T14:36:07Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
243,6,2024-06-20T14:36:07Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
764,4,2024-06-20T14:36:07Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
764,4,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
764,4,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
764,8,2024-06-20T14:36:07Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
764,8,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
764,8,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
792,3,2024-06-20T14:36:07Z,9,,,1,,,,Begin Yellow Clearance,,Registered
868,3,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
629,4,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
629,4,2024-06-20T14:36:07Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
629,4,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
629,8,2024-06-20T14:36:07Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
629,8,2024-06-20T14:36:07Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
629,8,2024-06-20T14:36:07Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
627,1,2024-06-20T14:36:07Z,10,,,2,,,,End Yellow Clearance,,Dropped
626,7,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
746,5,2024-06-20T14:36:07Z,10,,,1,,,,End Yellow Clearance,,Registered
469,4,2024-06-20T14:36:07Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
469,4,2024-06-20T14:36:07Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
469,8,2024-06-20T14:36:07Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
469,8,2024-06-20T14:36:07Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
941,4,2024-06-20T14:36:07Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
941,4,2024-06-20T14:36:07Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
941,8,2024-06-20T14:36:07Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
941,8,2024-06-20T14:36:07Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
100,3,2024-06-20T14:36:07Z,10,,,2,,,,End Yellow Clearance,,Dropped
757,4,2024-06-20T14:36:07Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
757,4,2024-06-20T14:36:07Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
757,8,2024-06-20T14:36:07Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
757,8,2024-06-20T14:36:07Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
790,6,2024-06-20T14:36:07Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
790,6,2024-06-20T14:36:07Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
953,3,2024-06-20T14:36:07Z,2,,,2,,,,Begin Green,,Dropped
706,4,2024-06-20T14:36:07Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
706,8,2024-06-20T14:36:07Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
878,3,2024-06-20T14:36:07Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
165,6,2024-06-20T14:36:07Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
165,6,2024-06-20T14:36:07Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
605,2,2024-06-20T14:36:07Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
605,6,2024-06-20T14:36:07Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
192,1,2024-06-20T14:36:07Z,10,,,2,,,,End Yellow Clearance,,Dropped
134,2,2024-06-20T14:36:07Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
134,2,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
134,2,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
134,2,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
134,6,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
134,6,2024-06-20T14:36:07Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
134,6,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
134,6,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
486,5,2024-06-20T14:36:07Z,2,,,2,,,,Begin Green,,Dropped
463,4,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
463,4,2024-06-20T14:36:07Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
463,4,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
463,8,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
463,8,2024-06-20T14:36:07Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
463,8,2024-06-20T14:36:07Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
830,2,2024-06-20T14:36:07Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
792,3,2024-06-20T14:53:17Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
918,2,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
918,4,2024-06-20T14:53:17Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
918,4,2024-06-20T14:53:17Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
918,6,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
918,8,2024-06-20T14:53:17Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
918,8,2024-06-20T14:53:17Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
868,3,2024-06-20T14:53:17Z,10,,,1,,,,End Yellow Clearance,,Registered
868,3,2024-06-20T14:53:17Z,10,,,2,,,,End Yellow Clearance,,Dropped
517,1,2024-06-20T14:53:17Z,10,,,2,,,,End Yellow Clearance,,Dropped
401,2,2024-06-20T14:53:17Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
401,6,2024-06-20T14:53:17Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
403,2,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
403,6,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
542,4,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
542,8,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
173,2,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
173,6,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
233,5,2024-06-20T14:53:17Z,10,,,1,,,,End Yellow Clearance,,Registered
535,2,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
535,4,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
535,6,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
535,8,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
583,4,2024-06-20T14:53:17Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
583,8,2024-06-20T14:53:17Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
953,1,2024-06-20T14:53:17Z,2,,,1,,,,Begin Green,,Registered
706,3,2024-06-20T14:53:17Z,2,,,1,,,,Begin Green,,Registered
706,3,2024-06-20T14:53:17Z,2,,,2,,,,Begin Green,,Dropped
706,5,2024-06-20T14:53:17Z,10,,,1,,,,End Yellow Clearance,,Registered
706,8,2024-06-20T14:53:17Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
706,8,2024-06-20T14:53:17Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
867,2,2024-06-20T14:53:17Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
867,2,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
867,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
867,6,2024-06-20T14:53:17Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
867,6,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
867,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
795,4,2024-06-20T14:53:17Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
795,8,2024-06-20T14:53:17Z,2,3,,2,,,,Begin Green,Begin Solid Dont Walk,Dropped
192,1,2024-06-20T14:53:17Z,2,,,2,,,,Begin Green,,Dropped
192,6,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
192,6,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
486,2,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
486,6,2024-06-20T14:53:17Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
719,4,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
719,8,2024-06-20T14:53:17Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
938,2,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
938,2,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
767,2,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
767,6,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
630,5,2024-06-20T14:53:17Z,8,,,2,,,,Green Termination,,Dropped
630,5,2024-06-20T14:53:17Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
5,8,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
336,2,2024-06-20T14:53:17Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
336,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
336,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
336,6,2024-06-20T14:53:17Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
336,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
336,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
791,3,2024-06-20T14:53:17Z,10,,,1,,,,End Yellow Clearance,,Registered
898,2,2024-06-20T14:53:17Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
898,6,2024-06-20T14:53:17Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
61,4,2024-06-20T14:53:17Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
61,4,2024-06-20T14:53:17Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
61,4,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
61,8,2024-06-20T14:53:17Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
61,8,2024-06-20T14:53:17Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
61,8,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
6,2,2024-06-20T14:53:17Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
6,6,2024-06-20T14:53:17Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
919,2,2024-06-20T14:53:17Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
919,2,2024-06-20T14:53:17Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
919,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
919,6,2024-06-20T14:53:17Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
919,6,2024-06-20T14:53:17Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
919,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
62,2,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
62,2,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
62,6,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
62,6,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
177,4,2024-06-20T14:53:17Z,2,,,,,,,Begin Green,,
529,2,2024-06-20T14:53:17Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
529,6,2024-06-20T14:53:17Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
154,4,2024-06-20T14:53:17Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
154,8,2024-06-20T14:53:17Z,10,2,,1,,,,End Yellow Clearance,Begin Clearance,Registered
